36428.0,3.85632223562e-19,6700.48370049,3.17724818611,4.48935902272e-18,1.41297083506e-18,9.85561920833,3.78817199242,4.55512629681e-19,9.21,3.55,0
42486.0,2.06327390212e-19,4820.16555604,3.00065941998,6.84215740759e-18,2.28021792877e-18,40.1449718767,5.82607568034,1.7043622371e-19,8.57,3.72,1
40116.0,4.03655245152e-19,5240.19125746,3.23247902593,4.14361148616e-18,1.28186801923e-18,11.0393357843,4.14112670372,3.75349710085e-19,8.77,3.52,0
38489.0,1.27930082004e-19,6523.9576111,17.3254701694,3.1018374088e-17,1.7903337563e-18,220.078676333,5.59914462632,1.40942205782e-19,8.16,3.83,1
35182.0,2.65258462667e-19,5623.28528355,2.98769072653,4.4316307198e-18,1.48329634003e-18,16.4306569734,5.58120760456,2.69717195543e-19,9.15,3.41,0
33410.0,2.15935231597e-19,5796.3352765,2.83301333256,3.74886057141e-18,1.32327671329e-18,16.2992217992,5.8310449891,2.30002426962e-19,8.47,3.34,0
33300.0,2.14937239015e-19,5389.75152498,1.96936485552,2.62782823533e-18,1.33435316872e-18,13.1769459936,4.62658701341,1.99426197588e-19,8.4,3.71,0
42234.0,2.81335040306e-19,5345.67247215,3.0878224715,4.35884379563e-18,1.4116238339e-18,15.6921261898,3.90098077573,2.77772670377e-19,8.56,3.32,0
41946.0,5.39744602879e-19,5677.45214758,5.23072736173,9.75191699066e-18,1.86435199472e-18,17.3568766298,4.9282147915,5.61847456698e-19,8.88,3.36,0
41127.0,2.2170117696e-18,5484.19436327,5.41208308129,9.93851745837e-18,1.83635714919e-18,4.40548152764,6.80043778581,2.25594350947e-18,10.19,3.25,0
35689.0,2.19654454509e-19,5986.47196315,13.490272226,1.95184799404e-17,1.44685589834e-18,85.7251651372,3.53673107786,2.27686699806e-19,8.37,3.69,1
34435.0,4.49097821925e-19,5292.55282469,3.35738544604,4.58240944278e-18,1.36487439897e-18,11.583775137,4.99453319153,3.95588604627e-19,9.6,3.91,0
32191.0,6.47091878126e-19,6534.81740696,3.46306715561,1.51892596902e-17,4.38607136612e-18,19.8435739958,3.39093803754,7.6544979717e-19,10.08,3.42,0
1018.0,3.3840080341e-19,5993.6265537,2.27690190426,3.58350803039e-18,1.57385262127e-18,9.34806749611,5.61071646814,3.83342121982e-19,10.11,3.33,0
2229.0,3.75343810267e-19,6203.70487296,2.32482226937,3.50121040815e-18,1.50601207425e-18,8.34804025127,7.14542827428,4.19405070264e-19,9.53,3.45,0
3822.0,8.84140196573e-19,5562.76269634,3.38647999561,4.22562111738e-18,1.24779154841e-18,4.90627771846,4.54206889955,8.61268228148e-19,9.89,3.68,0
5891.0,3.90624017491e-19,5855.34612472,4.17255104407,4.48431901568e-18,1.07471879153e-18,11.0388124285,3.75867694093,4.06232014966e-19,8.75,3.52,0
6627.0,1.99900963396e-19,6048.44237569,2.43462996062,4.07192744411e-18,1.67250362887e-18,18.7382366489,7.12831843135,2.1730579672e-19,8.51,3.48,0
9449.0,4.61872840829e-19,5825.5837671,2.84230222724,3.14350738598e-18,1.10597224878e-18,6.31377239797,4.47711293458,4.97881011199e-19,9.34,3.28,0
15260.0,4.32316163091e-19,5407.328886,2.8974848292,3.37763127671e-18,1.16571146212e-18,8.08895044626,3.77077728321,4.17561128499e-19,10.33,3.49,0
4810.0,2.30631152281e-19,4827.77743302,2.28174052402,3.88263256436e-18,1.70161003124e-18,19.1133914498,3.31044643854,2.03136767986e-19,8.52,3.39,0
4952.0,7.05571844409e-19,5021.9765843,2.50248424711,3.81983724983e-18,1.52641810003e-18,5.85974130205,5.09703633221,6.51878138118e-19,9.86,3.33,0
8546.0,2.70065266639e-19,5837.0324466,34.3836488995,6.12808592552e-17,1.78226747936e-18,203.476091026,5.11779818496,3.01169827601e-19,8.31,3.25,1
10728.0,2.74328908758e-19,6288.60970135,2.87246505911,5.80405166287e-18,2.0205821632e-18,17.959493286,3.94318016171,3.23174577948e-19,8.63,3.25,0
12310.0,4.11536261054e-19,6202.3917582,1.44629626811,2.16901867931e-18,1.49970564616e-18,5.14871007693,5.29409161065,4.21274192352e-19,9.76,3.92,0
14047.0,4.0960227702e-19,6617.08131637,2.43475663076,3.07813317125e-18,1.26424675565e-18,6.28320321385,5.41569607296,4.8989871352e-19,9.4,3.43,0
15382.0,1.97166269436e-19,6448.47748423,1.93698303705,2.4377504595e-18,1.25852958589e-18,10.5757855175,5.7803152548,2.30503016108e-19,9.48,3.42,0
39863.0,3.78463344893e-19,6091.79176651,2.18743317586,3.25852771934e-18,1.48965817804e-18,7.70379633581,5.32653167509,4.22976877542e-19,10.15,3.35,0
39444.0,2.98329448351e-19,6061.99355082,2.99011452318,6.88145201025e-18,2.30140081823e-18,22.3503408703,7.34701055034,3.07890248752e-19,8.55,3.78,0
36233.0,2.98069999016e-19,6179.92859327,2.73071152793,3.44232967021e-18,1.26059806574e-18,11.0847003545,5.45595102053,3.10547832609e-19,10.35,3.83,0
